0.25,8.658e-05
0.50,1.729e-04
0.75,2.594e-04
1.00,3.497e-04
1.25,4.312e-04
1.50,5.176e-04
1.75,6.013e-04
2.00,6.959e-04
2.25,7.819e-04
2.50,8.708e-04
2.75,9.592e-04
3.00,1.034e-03
3.25,1.130e-03
3.50,1.225e-03
3.75,1.294e-03
4.00,1.383e-03
4.25,1.458e-03
4.50,1.552e-03
4.75,1.638e-03
5.00,1.737e-03
5.25,1.831e-03
5.50,1.909e-03
5.75,1.987e-03
6.00,2.087e-03
6.25,2.176e-03
6.50,2.243e-03
6.75,2.360e-03
7.00,2.415e-03
7.25,2.506e-03
7.50,2.592e-03
7.75,2.680e-03
8.00,2.759e-03
8.25,2.851e-03
8.50,2.968e-03
8.75,3.040e-03
9.00,3.089e-03
9.25,3.214e-03
9.50,3.279e-03
9.75,3.419e-03
10.00,3.461e-03
10.25,3.547e-03
10.50,3.613e-03
10.75,3.755e-03
11.00,3.834e-03
11.25,3.902e-03
11.50,4.009e-03
11.75,4.067e-03
12.00,4.164e-03
12.25,4.251e-03
12.50,4.376e-03
12.75,4.384e-03
13.00,4.502e-03
13.25,4.589e-03
13.50,4.679e-03
13.75,4.778e-03
14.00,4.845e-03
14.25,4.895e-03
14.50,5.009e-03
14.75,5.089e-03
15.00,5.182e-03
