0.25,5.271e-05
0.50,1.022e-04
0.75,1.497e-04
1.00,1.936e-04
1.25,2.327e-04
1.50,2.705e-04
1.75,3.026e-04
2.00,3.305e-04
2.25,3.596e-04
2.50,3.776e-04
2.75,3.954e-04
3.00,4.076e-04
3.25,4.230e-04
3.50,4.289e-04
3.75,4.352e-04
4.00,4.395e-04
4.25,4.391e-04
4.50,4.456e-04
4.75,4.468e-04
5.00,4.474e-04
5.25,4.473e-04
5.50,4.483e-04
5.75,4.467e-04
6.00,4.505e-04
6.25,4.453e-04
6.50,4.503e-04
6.75,4.506e-04
7.00,4.465e-04
7.25,4.503e-04
7.50,4.508e-04
7.75,4.514e-04
8.00,4.481e-04
8.25,4.492e-04
8.50,4.497e-04
8.75,4.503e-04
9.00,4.455e-04
9.25,4.516e-04
9.50,4.480e-04
9.75,4.503e-04
10.00,4.514e-04
10.25,4.496e-04
10.50,4.470e-04
10.75,4.490e-04
11.00,4.515e-04
11.25,4.497e-04
11.50,4.517e-04
11.75,4.498e-04
12.00,4.492e-04
12.25,4.502e-04
12.50,4.513e-04
12.75,4.494e-04
13.00,4.519e-04
13.25,4.516e-04
13.50,4.540e-04
13.75,4.466e-04
14.00,4.522e-04
14.25,4.492e-04
14.50,4.501e-04
14.75,4.521e-04
15.00,4.494e-04
