0.25,6.993e-05
0.50,1.387e-04
0.75,2.075e-04
1.00,2.743e-04
1.25,3.411e-04
1.50,4.077e-04
1.75,4.710e-04
2.00,5.274e-04
2.25,5.890e-04
2.50,6.517e-04
2.75,6.994e-04
3.00,7.597e-04
3.25,8.136e-04
3.50,8.603e-04
3.75,9.034e-04
4.00,9.552e-04
4.25,9.960e-04
4.50,1.033e-03
4.75,1.054e-03
5.00,1.087e-03
5.25,1.107e-03
5.50,1.138e-03
5.75,1.145e-03
6.00,1.163e-03
6.25,1.164e-03
6.50,1.179e-03
6.75,1.179e-03
7.00,1.185e-03
7.25,1.190e-03
7.50,1.189e-03
7.75,1.199e-03
8.00,1.202e-03
8.25,1.198e-03
8.50,1.200e-03
8.75,1.204e-03
9.00,1.202e-03
9.25,1.198e-03
9.50,1.191e-03
9.75,1.200e-03
10.00,1.207e-03
10.25,1.199e-03
10.50,1.197e-03
10.75,1.206e-03
11.00,1.186e-03
11.25,1.205e-03
11.50,1.209e-03
11.75,1.193e-03
12.00,1.197e-03
12.25,1.199e-03
12.50,1.197e-03
12.75,1.192e-03
13.00,1.206e-03
13.25,1.213e-03
13.50,1.214e-03
13.75,1.200e-03
14.00,1.204e-03
14.25,1.193e-03
14.50,1.206e-03
14.75,1.195e-03
15.00,1.207e-03
