0.25,3.954e-05
0.50,7.591e-05
0.75,1.085e-04
1.00,1.371e-04
1.25,1.581e-04
1.50,1.797e-04
1.75,1.966e-04
2.00,2.097e-04
2.25,2.202e-04
2.50,2.282e-04
2.75,2.358e-04
3.00,2.392e-04
3.25,2.417e-04
3.50,2.451e-04
3.75,2.456e-04
4.00,2.477e-04
4.25,2.478e-04
4.50,2.498e-04
4.75,2.494e-04
5.00,2.504e-04
5.25,2.486e-04
5.50,2.492e-04
5.75,2.499e-04
6.00,2.489e-04
6.25,2.486e-04
6.50,2.500e-04
6.75,2.513e-04
7.00,2.511e-04
7.25,2.488e-04
7.50,2.491e-04
7.75,2.494e-04
8.00,2.507e-04
8.25,2.513e-04
8.50,2.505e-04
8.75,2.490e-04
9.00,2.479e-04
9.25,2.528e-04
9.50,2.504e-04
9.75,2.500e-04
10.00,2.513e-04
10.25,2.519e-04
10.50,2.506e-04
10.75,2.491e-04
11.00,2.499e-04
11.25,2.503e-04
11.50,2.487e-04
11.75,2.515e-04
12.00,2.512e-04
12.25,2.496e-04
12.50,2.488e-04
12.75,2.495e-04
13.00,2.498e-04
13.25,2.502e-04
13.50,2.487e-04
13.75,2.511e-04
14.00,2.518e-04
14.25,2.495e-04
14.50,2.490e-04
14.75,2.486e-04
15.00,2.491e-04
