0.25,8.595e-05
0.50,1.721e-04
0.75,2.594e-04
1.00,3.419e-04
1.25,4.317e-04
1.50,5.183e-04
1.75,6.042e-04
2.00,6.872e-04
2.25,7.762e-04
2.50,8.584e-04
2.75,9.366e-04
3.00,1.037e-03
3.25,1.114e-03
3.50,1.196e-03
3.75,1.286e-03
4.00,1.372e-03
4.25,1.468e-03
4.50,1.542e-03
4.75,1.633e-03
5.00,1.698e-03
5.25,1.791e-03
5.50,1.895e-03
5.75,1.989e-03
6.00,2.062e-03
6.25,2.136e-03
6.50,2.207e-03
6.75,2.319e-03
7.00,2.410e-03
7.25,2.494e-03
7.50,2.574e-03
7.75,2.671e-03
8.00,2.758e-03
8.25,2.839e-03
8.50,2.926e-03
8.75,3.014e-03
9.00,3.124e-03
9.25,3.160e-03
9.50,3.256e-03
9.75,3.359e-03
10.00,3.424e-03
10.25,3.499e-03
10.50,3.622e-03
10.75,3.687e-03
11.00,3.789e-03
11.25,3.896e-03
11.50,3.976e-03
11.75,4.044e-03
12.00,4.106e-03
12.25,4.238e-03
12.50,4.337e-03
12.75,4.380e-03
13.00,4.448e-03
13.25,4.519e-03
13.50,4.615e-03
13.75,4.763e-03
14.00,4.785e-03
14.25,4.916e-03
14.50,4.988e-03
14.75,5.067e-03
15.00,5.136e-03
