0.25,7.940e-05
0.50,1.599e-04
0.75,2.401e-04
1.00,3.155e-04
1.25,3.969e-04
1.50,4.781e-04
1.75,5.555e-04
2.00,6.320e-04
2.25,7.056e-04
2.50,7.848e-04
2.75,8.653e-04
3.00,9.369e-04
3.25,1.016e-03
3.50,1.093e-03
3.75,1.164e-03
4.00,1.246e-03
4.25,1.320e-03
4.50,1.386e-03
4.75,1.473e-03
5.00,1.549e-03
5.25,1.605e-03
5.50,1.680e-03
5.75,1.762e-03
6.00,1.814e-03
6.25,1.899e-03
6.50,1.947e-03
6.75,2.030e-03
7.00,2.086e-03
7.25,2.175e-03
7.50,2.249e-03
7.75,2.297e-03
8.00,2.354e-03
8.25,2.397e-03
8.50,2.463e-03
8.75,2.520e-03
9.00,2.562e-03
9.25,2.630e-03
9.50,2.694e-03
9.75,2.756e-03
10.00,2.742e-03
10.25,2.806e-03
10.50,2.847e-03
10.75,2.869e-03
11.00,2.899e-03
11.25,2.923e-03
11.50,2.918e-03
11.75,2.962e-03
12.00,2.972e-03
12.25,2.976e-03
12.50,2.966e-03
12.75,3.007e-03
13.00,3.003e-03
13.25,2.988e-03
13.50,2.992e-03
13.75,2.998e-03
14.00,3.008e-03
14.25,3.004e-03
14.50,3.017e-03
14.75,3.013e-03
15.00,3.018e-03
